date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:18:55	22320/22320	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2005:22:28%20GMT	https://themazine.com/html/b2b/project.html	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/project.html	(from https://themazine.com/html/b2b/)
19:18:56	27291/27291	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2005:22:22%20GMT	https://themazine.com/html/b2b/project-details.html	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/project-details.html	(from https://themazine.com/html/b2b/)
19:18:56	22635/22635	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2005:23:00%20GMT	https://themazine.com/html/b2b/team.html	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/team.html	(from https://themazine.com/html/b2b/)
19:18:56	14913/14913	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2005:21:10%20GMT	https://themazine.com/html/b2b/404.html	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/404.html	(from https://themazine.com/html/b2b/)
19:18:57	32814/32814	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2005:22:06%20GMT	https://themazine.com/html/b2b/news-v1.html	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/news-v1.html	(from https://themazine.com/html/b2b/)
19:18:58	23448/23448	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2005:22:14%20GMT	https://themazine.com/html/b2b/news-v2.html	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/news-v2.html	(from https://themazine.com/html/b2b/)
19:18:58	30089/30089	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202017%2014:34:41%20GMT	https://themazine.com/html/b2b/news-details.html	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/news-details.html	(from https://themazine.com/html/b2b/)
19:18:59	19035/19035	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2005:21:30%20GMT	https://themazine.com/html/b2b/contact-us.html	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/contact-us.html	(from https://themazine.com/html/b2b/)
19:18:59	1139581/1139581	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jan%202017%2020:59:40%20GMT	https://themazine.com/html/b2b/images/home/slide-1.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/slide-1.jpg	(from https://themazine.com/html/b2b/)
19:19:00	1032374/1032374	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jan%202017%2021:35:08%20GMT	https://themazine.com/html/b2b/images/home/slide-2.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/slide-2.jpg	(from https://themazine.com/html/b2b/)
19:19:00	1292587/1292587	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jan%202017%2021:36:30%20GMT	https://themazine.com/html/b2b/images/home/slide-3.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/slide-3.jpg	(from https://themazine.com/html/b2b/)
19:19:00	55735/55735	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Jan%202017%2002:01:36%20GMT	https://themazine.com/html/b2b/images/home/2.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/2.jpg	(from https://themazine.com/html/b2b/)
19:19:01	81089/81089	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Jan%202017%2002:23:06%20GMT	https://themazine.com/html/b2b/images/home/3.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/3.jpg	(from https://themazine.com/html/b2b/)
19:19:01	4196/4196	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jan%202017%2018:59:16%20GMT	https://themazine.com/html/b2b/images/home/c-1.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/c-1.jpg	(from https://themazine.com/html/b2b/)
19:19:02	5088/5088	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jan%202017%2019:38:14%20GMT	https://themazine.com/html/b2b/images/home/c-2.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/c-2.jpg	(from https://themazine.com/html/b2b/)
19:19:02	5308/5308	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jan%202017%2019:38:38%20GMT	https://themazine.com/html/b2b/images/home/c-3.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/c-3.jpg	(from https://themazine.com/html/b2b/)
19:19:03	54589/54589	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jan%202017%2020:50:26%20GMT	https://themazine.com/html/b2b/images/home/6.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/6.jpg	(from https://themazine.com/html/b2b/)
19:19:03	86457/86457	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jan%202017%2021:23:48%20GMT	https://themazine.com/html/b2b/images/blog/1.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/blog/1.jpg	(from https://themazine.com/html/b2b/)
19:19:04	46507/46507	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jan%202017%2021:57:14%20GMT	https://themazine.com/html/b2b/images/blog/2.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/blog/2.jpg	(from https://themazine.com/html/b2b/)
19:19:04	51422/51422	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jan%202017%2021:57:56%20GMT	https://themazine.com/html/b2b/images/blog/3.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/blog/3.jpg	(from https://themazine.com/html/b2b/)
19:19:05	101461/101461	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jan%202017%2021:58:32%20GMT	https://themazine.com/html/b2b/images/blog/4.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/blog/4.jpg	(from https://themazine.com/html/b2b/)
19:19:05	6948/6948	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Jan%202017%2022:18:34%20GMT	https://themazine.com/html/b2b/images/logo/l-1.png	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/logo/l-1.png	(from https://themazine.com/html/b2b/)
19:19:05	9309/9309	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Jan%202017%2022:19:22%20GMT	https://themazine.com/html/b2b/images/logo/l-2.png	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/logo/l-2.png	(from https://themazine.com/html/b2b/)
19:19:06	6323/6323	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Jan%202017%2022:20:26%20GMT	https://themazine.com/html/b2b/images/logo/l-3.png	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/logo/l-3.png	(from https://themazine.com/html/b2b/)
19:19:06	8298/8298	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Jan%202017%2022:20:48%20GMT	https://themazine.com/html/b2b/images/logo/l-4.png	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/logo/l-4.png	(from https://themazine.com/html/b2b/)
19:19:07	9702/9702	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Jan%202017%2022:21:32%20GMT	https://themazine.com/html/b2b/images/logo/l-5.png	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/logo/l-5.png	(from https://themazine.com/html/b2b/)
19:19:07	14317/14317	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2003:45:24%20GMT	https://themazine.com/html/b2b/images/blog/5.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/blog/5.jpg	(from https://themazine.com/html/b2b/)
19:19:08	26046/26046	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2003:45:42%20GMT	https://themazine.com/html/b2b/images/blog/6.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/blog/6.jpg	(from https://themazine.com/html/b2b/)
19:19:08	19531/19531	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2004:10:24%20GMT	https://themazine.com/html/b2b/images/blog/7.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/blog/7.jpg	(from https://themazine.com/html/b2b/)
19:19:09	24289/24289	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2004:10:42%20GMT	https://themazine.com/html/b2b/images/blog/8.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/blog/8.jpg	(from https://themazine.com/html/b2b/)
19:19:09	247597/247597	---M--	200	added ('OK')	application/javascript	date:Wed,%2028%20Oct%202015%2002:00:34%20GMT	https://themazine.com/html/b2b/vendor/jquery-2.1.4.js	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/jquery-2.1.4.js	(from https://themazine.com/html/b2b/)
19:19:10	36816/36816	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jun%202015%2022:12:50%20GMT	https://themazine.com/html/b2b/vendor/bootstrap/bootstrap.min.js	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/bootstrap/bootstrap.min.js	(from https://themazine.com/html/b2b/)
19:19:10	114620/114620	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jun%202015%2013:26:22%20GMT	https://themazine.com/html/b2b/vendor/Camera-master/scripts/jquery.mobile.customized.min.js	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/Camera-master/scripts/jquery.mobile.customized.min.js	(from https://themazine.com/html/b2b/)
19:19:11	8097/8097	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jun%202015%2013:26:22%20GMT	https://themazine.com/html/b2b/vendor/Camera-master/scripts/jquery.easing.1.3.js	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/Camera-master/scripts/jquery.easing.1.3.js	(from https://themazine.com/html/b2b/)
19:19:11	40692/40692	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jun%202015%2013:26:22%20GMT	https://themazine.com/html/b2b/vendor/Camera-master/scripts/camera.min.js	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/Camera-master/scripts/camera.min.js	(from https://themazine.com/html/b2b/)
19:19:12	8415/8415	---M--	200	added ('OK')	application/javascript	date:Thu,%2019%20May%202016%2015:56:06%20GMT	https://themazine.com/html/b2b/vendor/WOW-master/dist/wow.min.js	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/WOW-master/dist/wow.min.js	(from https://themazine.com/html/b2b/)
19:19:12	40401/40401	---M--	200	added ('OK')	application/javascript	date:Fri,%2027%20Jun%202014%2007:51:42%20GMT	https://themazine.com/html/b2b/vendor/owl-carousel/owl.carousel.min.js	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/owl-carousel/owl.carousel.min.js	(from https://themazine.com/html/b2b/)
19:19:13	10899/10899	---M--	200	added ('OK')	application/javascript	date:Sat,%2011%20Feb%202017%2023:33:34%20GMT	https://themazine.com/html/b2b/js/theme.js	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/js/theme.js	(from https://themazine.com/html/b2b/)
19:19:14	147430/147430	---M--	200	added ('OK')	text/css	date:Fri,%2010%20Jun%202016%2007:19:48%20GMT	https://themazine.com/html/b2b/vendor/bootstrap/bootstrap.css	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/bootstrap/bootstrap.css	(from https://themazine.com/html/b2b/css/style.css)
19:19:14	26411/26411	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jun%202015%2013:26:22%20GMT	https://themazine.com/html/b2b/vendor/Camera-master/css/camera.css	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/Camera-master/css/camera.css	(from https://themazine.com/html/b2b/css/style.css)
19:19:14	28758/28758	---M--	200	added ('OK')	text/css	date:Fri,%2015%20Apr%202016%2001:39:36%20GMT	https://themazine.com/html/b2b/fonts/font-awesome/css/font-awesome.min.css	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/fonts/font-awesome/css/font-awesome.min.css	(from https://themazine.com/html/b2b/css/style.css)
19:19:15	4614/4614	---M--	200	added ('OK')	text/css	date:Wed,%2030%20Mar%202016%2001:38:22%20GMT	https://themazine.com/html/b2b/vendor/owl-carousel/owl.carousel.css	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/owl-carousel/owl.carousel.css	(from https://themazine.com/html/b2b/css/style.css)
19:19:15	1142/1142	---M--	200	added ('OK')	text/css	date:Tue,%2029%20Mar%202016%2023:29:10%20GMT	https://themazine.com/html/b2b/vendor/owl-carousel/owl.theme.css	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/owl-carousel/owl.theme.css	(from https://themazine.com/html/b2b/css/style.css)
19:19:16	57095/57095	---M--	200	added ('OK')	text/css	date:Thu,%2019%20May%202016%2015:56:06%20GMT	https://themazine.com/html/b2b/vendor/WOW-master/css/libs/animate.css	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/WOW-master/css/libs/animate.css	(from https://themazine.com/html/b2b/css/style.css)
19:19:16	5681/5681	---M--	200	added ('OK')	text/css	date:Wed,%2025%20Jan%202017%2021:36:42%20GMT	https://themazine.com/html/b2b/vendor/hover.css	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/vendor/hover.css	(from https://themazine.com/html/b2b/css/style.css)
19:19:17	150920/150920	---M--	200	added ('OK')	font/ttf	date:Fri,%2015%20Apr%202016%2001:39:34%20GMT	https://themazine.com/html/b2b/fonts/font-awesome/fonts/fontawesome-webfont.ttf	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/fonts/font-awesome/fonts/fontawesome-webfont.ttf	(from https://themazine.com/html/b2b/css/style.css)
19:19:17	75220/75220	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2015%20Apr%202016%2001:39:34%20GMT	https://themazine.com/html/b2b/fonts/font-awesome/fonts/fontawesome-webfont.eot	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/fonts/font-awesome/fonts/fontawesome-webfont.eot	(from https://themazine.com/html/b2b/css/style.css)
19:19:18	70728/70728	---M--	200	added ('OK')	font/woff2	date:Fri,%2015%20Apr%202016%2001:39:34%20GMT	https://themazine.com/html/b2b/fonts/font-awesome/fonts/fontawesome-webfont.woff2	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/fonts/font-awesome/fonts/fontawesome-webfont.woff2	(from https://themazine.com/html/b2b/css/style.css)
19:19:18	89076/89076	---M--	200	added ('OK')	font/woff	date:Fri,%2015%20Apr%202016%2001:39:34%20GMT	https://themazine.com/html/b2b/fonts/font-awesome/fonts/fontawesome-webfont.woff	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/fonts/font-awesome/fonts/fontawesome-webfont.woff	(from https://themazine.com/html/b2b/css/style.css)
19:19:19	386421/386421	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Apr%202016%2001:39:34%20GMT	https://themazine.com/html/b2b/fonts/font-awesome/fonts/fontawesome-webfont.svg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/fonts/font-awesome/fonts/fontawesome-webfont.svg	(from https://themazine.com/html/b2b/css/style.css)
19:19:19	67702/67702	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Jan%202017%2001:00:46%20GMT	https://themazine.com/html/b2b/images/home/1.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/1.jpg	(from https://themazine.com/html/b2b/css/style.css)
19:19:20	460135/460135	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Jan%202017%2006:12:26%20GMT	https://themazine.com/html/b2b/images/home/4.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/4.jpg	(from https://themazine.com/html/b2b/css/style.css)
19:19:20	204923/204923	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jan%202017%2019:41:24%20GMT	https://themazine.com/html/b2b/images/home/5.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/5.jpg	(from https://themazine.com/html/b2b/css/style.css)
19:19:21	420680/420680	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jan%202017%2022:10:00%20GMT	https://themazine.com/html/b2b/images/home/7.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/7.jpg	(from https://themazine.com/html/b2b/css/style.css)
19:19:21	263351/263351	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2021:40:18%20GMT	https://themazine.com/html/b2b/images/inner-page/1.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/inner-page/1.jpg	(from https://themazine.com/html/b2b/css/style.css)
19:19:22	31281/31281	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jan%202017%2020:32:52%20GMT	https://themazine.com/html/b2b/images/inner-page/3.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/inner-page/3.jpg	(from https://themazine.com/html/b2b/css/style.css)
19:19:22	1198898/1198898	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2005:31:58%20GMT	https://themazine.com/html/b2b/images/home/slide-4.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/slide-4.jpg	(from https://themazine.com/html/b2b/index-2.html)
19:19:23	92668/92668	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2019:02:22%20GMT	https://themazine.com/html/b2b/images/home/3.1.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/3.1.jpg	(from https://themazine.com/html/b2b/index-2.html)
19:19:23	51731/51731	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2006:28:26%20GMT	https://themazine.com/html/b2b/images/home/8.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/8.jpg	(from https://themazine.com/html/b2b/index-2.html)
19:19:23	32228/32228	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2006:35:56%20GMT	https://themazine.com/html/b2b/images/home/9.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/9.jpg	(from https://themazine.com/html/b2b/index-2.html)
19:19:24	41932/41932	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2006:51:56%20GMT	https://themazine.com/html/b2b/images/home/10.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/10.jpg	(from https://themazine.com/html/b2b/index-2.html)
19:19:25	110615/110615	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2007:00:22%20GMT	https://themazine.com/html/b2b/images/home/6.1.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/6.1.jpg	(from https://themazine.com/html/b2b/index-2.html)
19:19:25	129097/129097	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2019:30:14%20GMT	https://themazine.com/html/b2b/images/home/2.1.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/2.1.jpg	(from https://themazine.com/html/b2b/index-3.html)
19:19:25	73338/73338	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202017%2019:52:18%20GMT	https://themazine.com/html/b2b/images/home/6.2.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/home/6.2.jpg	(from https://themazine.com/html/b2b/index-3.html)
19:19:26	89731/89731	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Feb%202017%2004:45:54%20GMT	https://themazine.com/html/b2b/video/4.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/video/4.jpg	(from https://themazine.com/html/b2b/index-4.html)
19:19:27	49700/49700	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jan%202017%2006:41:34%20GMT	https://themazine.com/html/b2b/images/inner-page/2.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/inner-page/2.jpg	(from https://themazine.com/html/b2b/service-v1.html)
19:19:27	121290/121290	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Jan%202017%2005:00:26%20GMT	https://themazine.com/html/b2b/images/inner-page/4.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/inner-page/4.jpg	(from https://themazine.com/html/b2b/service-details.html)
19:19:28	78348/78348	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Jan%202017%2007:51:34%20GMT	https://themazine.com/html/b2b/images/inner-page/4.1.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/inner-page/4.1.jpg	(from https://themazine.com/html/b2b/service-details.html)
19:19:28	74074/74074	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Jan%202017%2007:52:32%20GMT	https://themazine.com/html/b2b/images/inner-page/4.2.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/inner-page/4.2.jpg	(from https://themazine.com/html/b2b/service-details.html)
19:19:28	23233/23233	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Jan%202017%2005:24:54%20GMT	https://themazine.com/html/b2b/images/inner-page/5.jpg	D:/Vanity%20Web%20Designs/strategic%20access%20partners%20html/themazine.com/html/b2b/images/inner-page/5.jpg	(from https://themazine.com/html/b2b/service-details.html)
